create file1
use file1
afu todd
insert name= aaccf ; CWID= 10000000 ; color= black ; age= 37 ; salary= 104883.3149 ;
insert name= espinoza ; CWID= 10007505 ; color= orange ; age= 99 ; salary= 57511.37287 ;
insert name= esposito ; CWID= 10007506 ; color= yellow ; age= 62 ; salary= 97727.41969 ;
insert name= espuna ; CWID= 10007507 ; color= pink ; age= 55 ; salary= 25461.9449 ;
insert name= esra ; CWID= 10007508 ; color= purple ; age= 39 ; salary= 96109.02917 ;
insert name= esry ; CWID= 10007509 ; color= crimson ; age= 12 ; salary= 79359.48354 ;
insert name= essa ; CWID= 10007510 ; color= black ; age= 17 ; salary= 14233.28333 ;
insert name= essam ; CWID= 10007511 ; color= white ; age= 18 ; salary= 94750.44412 ;
insert name= esselbac ; CWID= 10007512 ; color= red ; age= 74 ; salary= 25973.20536 ;
insert name= esser ; CWID= 10007513 ; color= green ; age= 19 ; salary= 52940.13418 ;
insert name= essery ; CWID= 10007514 ; color= blue ; age= 67 ; salary= 59823.94423 ;
insert name= essie ; CWID= 10007515 ; color= orange ; age= 63 ; salary= 50488.91195 ;
insert name= essig ; CWID= 10007516 ; color= yellow ; age= 11 ; salary= 91525.7187 ;
insert name= esson ; CWID= 10007517 ; color= pink ; age= 13 ; salary= 12749.67113 ;
insert name= essy ; CWID= 10007518 ; color= purple ; age= 88 ; salary= 17763.75157 ;
insert name= esta ; CWID= 10007519 ; color= crimson ; age= 71 ; salary= 73042.97287 ;
insert name= estabroo ; CWID= 10007520 ; color= black ; age= 47 ; salary= 67691.78468 ;
insert name= este ; CWID= 10007521 ; color= white ; age= 14 ; salary= 48595.7195 ;
insert name= esteban ; CWID= 10007522 ; color= red ; age= 5 ; salary= 40363.88147 ;
insert name= estegham ; CWID= 10007523 ; color= green ; age= 94 ; salary= 94899.7813 ;
insert name= estel ; CWID= 10007524 ; color= blue ; age= 74 ; salary= 17939.51775 ;
insert name= estele ; CWID= 10007525 ; color= orange ; age= 9 ; salary= 75299.48765 ;
insert name= estell ; CWID= 10007526 ; color= yellow ; age= 31 ; salary= 102201.8228 ;
insert name= estella ; CWID= 10007527 ; color= pink ; age= 75 ; salary= 104247.7452 ;
insert name= estelle ; CWID= 10007528 ; color= purple ; age= 65 ; salary= 95477.77627 ;
insert name= estep ; CWID= 10007529 ; color= crimson ; age= 57 ; salary= 67537.02363 ;
insert name= ester ; CWID= 10007530 ; color= black ; age= 7 ; salary= 66981.53905 ;
insert name= estes ; CWID= 10007531 ; color= white ; age= 89 ; salary= 84254.73579 ;
insert name= estevam ; CWID= 10007532 ; color= red ; age= 30 ; salary= 54796.49275 ;
insert name= estevan ; CWID= 10007533 ; color= green ; age= 32 ; salary= 34464.82243 ;
insert name= estey ; CWID= 10007534 ; color= blue ; age= 12 ; salary= 107982.891 ;
insert name= esther ; CWID= 10007535 ; color= orange ; age= 51 ; salary= 104846.8961 ;
insert name= estrella ; CWID= 10007536 ; color= yellow ; age= 14 ; salary= 44228.80428 ;
insert name= estrelli ; CWID= 10007537 ; color= pink ; age= 19 ; salary= 26264.72402 ;
insert name= estridge ; CWID= 10007538 ; color= purple ; age= 15 ; salary= 69022.51767 ;
insert name= eswara ; CWID= 10007539 ; color= crimson ; age= 62 ; salary= 86163.09675 ;
insert name= etan ; CWID= 10007540 ; color= black ; age= 99 ; salary= 81162.95658 ;
insert name= etas ; CWID= 10007541 ; color= white ; age= 27 ; salary= 30865.16512 ;
insert name= etchieso ; CWID= 10007542 ; color= red ; age= 45 ; salary= 15538.62913 ;
insert name= etemad ; CWID= 10007543 ; color= green ; age= 14 ; salary= 56744.36711 ;
insert name= eteminan ; CWID= 10007544 ; color= blue ; age= 85 ; salary= 105085.3589 ;
insert name= ethan ; CWID= 10007545 ; color= orange ; age= 88 ; salary= 21315.80245 ;
insert name= ethe ; CWID= 10007546 ; color= yellow ; age= 56 ; salary= 51363.68796 ;
insert name= ethel ; CWID= 10007547 ; color= pink ; age= 5 ; salary= 67891.47814 ;
insert name= ethelber ; CWID= 10007548 ; color= purple ; age= 16 ; salary= 22953.85627 ;
insert name= ethelda ; CWID= 10007549 ; color= crimson ; age= 91 ; salary= 63588.85848 ;
insert name= ethelin ; CWID= 10007550 ; color= black ; age= 71 ; salary= 66548.11409 ;
insert name= ethelind ; CWID= 10007551 ; color= white ; age= 20 ; salary= 79398.51288 ;
insert name= etheline ; CWID= 10007552 ; color= red ; age= 47 ; salary= 101106.6169 ;
insert name= ethelred ; CWID= 10007553 ; color= green ; age= 72 ; salary= 33111.37757 ;
insert name= ethelyn ; CWID= 10007554 ; color= blue ; age= 77 ; salary= 49663.07759 ;
insert name= ethier ; CWID= 10007555 ; color= orange ; age= 60 ; salary= 47978.24001 ;
insert name= ethingto ; CWID= 10007556 ; color= yellow ; age= 5 ; salary= 62130.22036 ;
insert name= ethnolog ; CWID= 10007557 ; color= pink ; age= 79 ; salary= 106133.2554 ;
insert name= ethyl ; CWID= 10007558 ; color= purple ; age= 81 ; salary= 46719.20137 ;
insert name= etienne ; CWID= 10007559 ; color= crimson ; age= 64 ; salary= 26607.41888 ;
insert name= etoh ; CWID= 10007560 ; color= black ; age= 12 ; salary= 96178.39124 ;
insert name= etta ; CWID= 10007561 ; color= white ; age= 24 ; salary= 48696.72582 ;
insert name= etten ; CWID= 10007562 ; color= red ; age= 58 ; salary= 94447.04442 ;
insert name= etti ; CWID= 10007563 ; color= green ; age= 26 ; salary= 70013.43468 ;
insert name= ettie ; CWID= 10007564 ; color= blue ; age= 78 ; salary= 92930.71738 ;
insert name= ettore ; CWID= 10007565 ; color= orange ; age= 9 ; salary= 83198.14208 ;
insert name= ettridge ; CWID= 10007566 ; color= yellow ; age= 95 ; salary= 73124.38362 ;
insert name= ettson ; CWID= 10007567 ; color= pink ; age= 86 ; salary= 95946.4937 ;
insert name= etty ; CWID= 10007568 ; color= purple ; age= 13 ; salary= 52169.11236 ;
insert name= etu ; CWID= 10007569 ; color= crimson ; age= 43 ; salary= 55569.11804 ;
insert name= etzell ; CWID= 10007570 ; color= black ; age= 85 ; salary= 43372.4817 ;
insert name= eu ; CWID= 10007571 ; color= white ; age= 76 ; salary= 55451.45058 ;
insert name= eubanks ; CWID= 10007572 ; color= red ; age= 78 ; salary= 22369.93252 ;
insert name= euclid ; CWID= 10007573 ; color= green ; age= 71 ; salary= 58923.2398 ;
insert name= eudora ; CWID= 10007574 ; color= blue ; age= 76 ; salary= 79087.56495 ;
insert name= euell ; CWID= 10007575 ; color= orange ; age= 87 ; salary= 60657.93135 ;
insert name= eugen ; CWID= 10007576 ; color= yellow ; age= 68 ; salary= 100521.8793 ;
insert name= eugene ; CWID= 10007577 ; color= pink ; age= 14 ; salary= 43401.16841 ;
insert name= eugenia ; CWID= 10007578 ; color= purple ; age= 89 ; salary= 40968.82762 ;
insert name= eugenie ; CWID= 10007579 ; color= crimson ; age= 36 ; salary= 33035.32904 ;
insert name= eugenio ; CWID= 10007580 ; color= black ; age= 56 ; salary= 59583.83255 ;
insert name= eugenius ; CWID= 10007581 ; color= white ; age= 75 ; salary= 14632.64871 ;
insert name= eugine ; CWID= 10007582 ; color= red ; age= 17 ; salary= 62247.58638 ;
insert name= eula ; CWID= 10007583 ; color= green ; age= 54 ; salary= 36780.83871 ;
insert name= eulalie ; CWID= 10007584 ; color= blue ; age= 6 ; salary= 101164.9031 ;
insert name= euler ; CWID= 10007585 ; color= orange ; age= 61 ; salary= 95527.20473 ;
insert name= eunchae ; CWID= 10007586 ; color= yellow ; age= 93 ; salary= 98977.60592 ;
insert name= eung ; CWID= 10007587 ; color= pink ; age= 51 ; salary= 64199.96132 ;
insert name= euni ; CWID= 10007588 ; color= purple ; age= 7 ; salary= 33462.77512 ;
insert name= eunice ; CWID= 10007589 ; color= crimson ; age= 87 ; salary= 28938.0569 ;
insert name= eunji ; CWID= 10007590 ; color= black ; age= 62 ; salary= 24701.28795 ;
insert name= euphemia ; CWID= 10007591 ; color= white ; age= 33 ; salary= 93297.44591 ;
insert name= eustace ; CWID= 10007592 ; color= red ; age= 6 ; salary= 79182.40168 ;
insert name= eustacia ; CWID= 10007593 ; color= green ; age= 79 ; salary= 21211.5065 ;
insert name= eustis ; CWID= 10007594 ; color= blue ; age= 47 ; salary= 63053.20104 ;
insert name= euy-soo ; CWID= 10007595 ; color= orange ; age= 35 ; salary= 66820.32016 ;
insert name= euysoo ; CWID= 10007596 ; color= yellow ; age= 84 ; salary= 44892.17727 ;
insert name= euysung ; CWID= 10007597 ; color= pink ; age= 64 ; salary= 106731.1054 ;
insert name= ev ; CWID= 10007598 ; color= purple ; age= 5 ; salary= 54084.55166 ;
insert name= eva ; CWID= 10007599 ; color= crimson ; age= 31 ; salary= 97521.37629 ;
insert name= evaleen ; CWID= 10007600 ; color= black ; age= 37 ; salary= 109888.2532 ;
insert name= evalyn ; CWID= 10007601 ; color= white ; age= 83 ; salary= 49950.8182 ;
insert name= evan ; CWID= 10007602 ; color= red ; age= 66 ; salary= 39625.65092 ;
insert name= evandro ; CWID= 10007603 ; color= green ; age= 34 ; salary= 96760.91267 ;
insert name= evangeli ; CWID= 10007604 ; color= blue ; age= 78 ; salary= 72437.60797 ;
insert name= evangelo ; CWID= 10007605 ; color= orange ; age= 12 ; salary= 107304.8928 ;
insert name= evania ; CWID= 10007606 ; color= yellow ; age= 30 ; salary= 32863.25207 ;
insert name= evanne ; CWID= 10007607 ; color= pink ; age= 35 ; salary= 61380.59729 ;
insert name= evans ; CWID= 10007608 ; color= purple ; age= 81 ; salary= 19753.3008 ;
insert name= evanston ; CWID= 10007609 ; color= crimson ; age= 47 ; salary= 69055.24212 ;
insert name= eve ; CWID= 10007610 ; color= black ; age= 14 ; salary= 67262.93311 ;
insert name= eveleen ; CWID= 10007611 ; color= white ; age= 92 ; salary= 102460.028 ;
insert name= eveleigh ; CWID= 10007612 ; color= red ; age= 25 ; salary= 88230.25246 ;
insert name= evelien ; CWID= 10007613 ; color= green ; age= 46 ; salary= 104673.8496 ;
insert name= evelin ; CWID= 10007614 ; color= blue ; age= 72 ; salary= 52027.23432 ;
insert name= evelina ; CWID= 10007615 ; color= orange ; age= 87 ; salary= 63646.5953 ;
insert name= eveline ; CWID= 10007616 ; color= yellow ; age= 87 ; salary= 60416.21294 ;
insert name= evely ; CWID= 10007617 ; color= pink ; age= 78 ; salary= 78550.61565 ;
insert name= evelyn ; CWID= 10007618 ; color= purple ; age= 41 ; salary= 24369.33398 ;
insert name= evelyne ; CWID= 10007619 ; color= crimson ; age= 85 ; salary= 12997.12298 ;
insert name= even ; CWID= 10007620 ; color= black ; age= 47 ; salary= 46430.4626 ;
insert name= evenson ; CWID= 10007621 ; color= white ; age= 42 ; salary= 87067.38381 ;
insert name= events ; CWID= 10007622 ; color= red ; age= 90 ; salary= 13575.52419 ;
insert name= everard ; CWID= 10007623 ; color= green ; age= 67 ; salary= 87328.64246 ;
insert name= evered ; CWID= 10007624 ; color= blue ; age= 59 ; salary= 71231.45961 ;
insert name= everett ; CWID= 10007625 ; color= orange ; age= 71 ; salary= 100389.86 ;
insert name= everette ; CWID= 10007626 ; color= yellow ; age= 29 ; salary= 75949.96467 ;
insert name= everitt ; CWID= 10007627 ; color= pink ; age= 49 ; salary= 46460.61895 ;
insert name= evers ; CWID= 10007628 ; color= purple ; age= 87 ; salary= 51717.93388 ;
insert name= evert ; CWID= 10007629 ; color= crimson ; age= 53 ; salary= 77738.75715 ;
insert name= evette ; CWID= 10007630 ; color= black ; age= 73 ; salary= 42564.96272 ;
insert name= evey ; CWID= 10007631 ; color= white ; age= 79 ; salary= 15475.14616 ;
insert name= evia ; CWID= 10007632 ; color= red ; age= 85 ; salary= 82105.17368 ;
insert name= evie ; CWID= 10007633 ; color= green ; age= 64 ; salary= 55819.00757 ;
insert name= evin ; CWID= 10007634 ; color= blue ; age= 8 ; salary= 31273.54809 ;
insert name= evita ; CWID= 10007635 ; color= orange ; age= 62 ; salary= 90893.36057 ;
insert name= evon ; CWID= 10007636 ; color= yellow ; age= 19 ; salary= 33277.2706 ;
insert name= evona ; CWID= 10007637 ; color= pink ; age= 80 ; salary= 89847.68092 ;
insert name= evonne ; CWID= 10007638 ; color= purple ; age= 25 ; salary= 62789.75498 ;
insert name= evraire ; CWID= 10007639 ; color= crimson ; age= 19 ; salary= 31757.41866 ;
insert name= evren ; CWID= 10007640 ; color= black ; age= 17 ; salary= 18145.30036 ;
insert name= evvie ; CWID= 10007641 ; color= white ; age= 62 ; salary= 96330.28972 ;
insert name= evvy ; CWID= 10007642 ; color= red ; age= 26 ; salary= 24624.29299 ;
insert name= evy ; CWID= 10007643 ; color= green ; age= 33 ; salary= 102884.8026 ;
insert name= evyn ; CWID= 10007644 ; color= blue ; age= 26 ; salary= 85044.22997 ;
insert name= ewald ; CWID= 10007645 ; color= orange ; age= 41 ; salary= 14714.54019 ;
insert name= ewan ; CWID= 10007646 ; color= yellow ; age= 46 ; salary= 100594.475 ;
insert name= ewanchyn ; CWID= 10007647 ; color= pink ; age= 10 ; salary= 34228.70475 ;
insert name= eward ; CWID= 10007648 ; color= purple ; age= 23 ; salary= 108532.6606 ;
insert name= ewart ; CWID= 10007649 ; color= crimson ; age= 44 ; salary= 65741.74181 ;
insert name= ewasyshy ; CWID= 10007650 ; color= black ; age= 87 ; salary= 80689.89716 ;
insert name= ewell ; CWID= 10007651 ; color= white ; age= 86 ; salary= 54281.26487 ;
insert name= ewen ; CWID= 10007652 ; color= red ; age= 63 ; salary= 44783.89169 ;
insert name= ewing ; CWID= 10007653 ; color= green ; age= 1 ; salary= 82080.16934 ;
insert name= exner ; CWID= 10007654 ; color= blue ; age= 92 ; salary= 101107.843 ;
insert name= ext ; CWID= 10007655 ; color= orange ; age= 69 ; salary= 76460.57642 ;
insert name= eyde ; CWID= 10007656 ; color= yellow ; age= 9 ; salary= 93763.98133 ;
insert name= eydie ; CWID= 10007657 ; color= pink ; age= 84 ; salary= 61591.83743 ;
insert name= eyers ; CWID= 10007658 ; color= purple ; age= 20 ; salary= 12791.60143 ;
insert name= eyk ; CWID= 10007659 ; color= crimson ; age= 17 ; salary= 24008.97391 ;
insert name= ezechiel ; CWID= 10007660 ; color= black ; age= 25 ; salary= 62108.21969 ;
insert name= ezekiel ; CWID= 10007661 ; color= white ; age= 24 ; salary= 100235.9649 ;
insert name= ezella ; CWID= 10007662 ; color= red ; age= 58 ; salary= 61142.34642 ;
insert name= ezequiel ; CWID= 10007663 ; color= green ; age= 20 ; salary= 85121.29211 ;
insert name= eziechie ; CWID= 10007664 ; color= blue ; age= 66 ; salary= 50635.23259 ;
insert name= ezmerald ; CWID= 10007665 ; color= orange ; age= 16 ; salary= 68519.9444 ;
insert name= ezra ; CWID= 10007666 ; color= yellow ; age= 55 ; salary= 68771.20047 ;
insert name= ezri ; CWID= 10007667 ; color= pink ; age= 83 ; salary= 33764.97087 ;
insert name= ezzat ; CWID= 10007668 ; color= purple ; age= 40 ; salary= 106219.8574 ;
insert name= fab ; CWID= 10007669 ; color= crimson ; age= 78 ; salary= 10448.39953 ;
insert name= fabe ; CWID= 10007670 ; color= black ; age= 70 ; salary= 13877.46444 ;
insert name= fabella ; CWID= 10007671 ; color= white ; age= 49 ; salary= 107593.8842 ;
insert name= faber ; CWID= 10007672 ; color= red ; age= 89 ; salary= 92017.52758 ;
insert name= fabian ; CWID= 10007673 ; color= green ; age= 53 ; salary= 49100.09373 ;
insert name= fabiano ; CWID= 10007674 ; color= blue ; age= 62 ; salary= 84217.8292 ;
insert name= fabien ; CWID= 10007675 ; color= orange ; age= 70 ; salary= 18818.67035 ;
insert name= fabienne ; CWID= 10007676 ; color= yellow ; age= 24 ; salary= 96426.672 ;
insert name= fabijani ; CWID= 10007677 ; color= pink ; age= 36 ; salary= 71570.2427 ;
insert name= fabio ; CWID= 10007678 ; color= purple ; age= 61 ; salary= 66557.68488 ;
insert name= fabris ; CWID= 10007679 ; color= crimson ; age= 93 ; salary= 98092.34497 ;
insert name= fabrizio ; CWID= 10007680 ; color= black ; age= 27 ; salary= 57768.2794 ;
insert name= fabry ; CWID= 10007681 ; color= white ; age= 22 ; salary= 25752.60171 ;
insert name= facchett ; CWID= 10007682 ; color= red ; age= 76 ; salary= 55464.00348 ;
insert name= facility ; CWID= 10007683 ; color= green ; age= 34 ; salary= 85438.09423 ;
insert name= fadel ; CWID= 10007684 ; color= blue ; age= 52 ; salary= 72001.31404 ;
insert name= fadhel ; CWID= 10007685 ; color= orange ; age= 6 ; salary= 89175.61452 ;
insert name= fadi ; CWID= 10007686 ; color= yellow ; age= 95 ; salary= 43662.7063 ;
insert name= fadj ; CWID= 10007687 ; color= pink ; age= 3 ; salary= 101915.8248 ;
insert name= fadlalla ; CWID= 10007688 ; color= purple ; age= 10 ; salary= 59069.14151 ;
insert name= fady ; CWID= 10007689 ; color= crimson ; age= 26 ; salary= 106062.8083 ;
insert name= fadzilah ; CWID= 10007690 ; color= black ; age= 4 ; salary= 91639.88911 ;
insert name= fae ; CWID= 10007691 ; color= white ; age= 90 ; salary= 65441.97622 ;
insert name= faez ; CWID= 10007692 ; color= red ; age= 5 ; salary= 10925.90792 ;
insert name= fafa ; CWID= 10007693 ; color= green ; age= 91 ; salary= 84774.64435 ;
insert name= fafara ; CWID= 10007694 ; color= blue ; age= 44 ; salary= 55734.81727 ;
insert name= fagan ; CWID= 10007695 ; color= orange ; age= 56 ; salary= 36788.22314 ;
insert name= fagg ; CWID= 10007696 ; color= yellow ; age= 36 ; salary= 17474.81687 ;
insert name= fagin ; CWID= 10007697 ; color= pink ; age= 99 ; salary= 39079.63174 ;
insert name= fahey ; CWID= 10007698 ; color= purple ; age= 23 ; salary= 49623.19243 ;
insert name= fahim ; CWID= 10007699 ; color= crimson ; age= 19 ; salary= 17010.00204 ;
insert name= fahrenth ; CWID= 10007700 ; color= black ; age= 49 ; salary= 24414.43857 ;
insert name= fahy ; CWID= 10007701 ; color= white ; age= 11 ; salary= 69416.07601 ;
insert name= fai ; CWID= 10007702 ; color= red ; age= 23 ; salary= 57872.3972 ;
insert name= faina ; CWID= 10007703 ; color= green ; age= 74 ; salary= 29704.81335 ;
insert name= fainaru ; CWID= 10007704 ; color= blue ; age= 60 ; salary= 89468.68827 ;
insert name= fainecos ; CWID= 10007705 ; color= orange ; age= 70 ; salary= 103742.9589 ;
insert name= faiq ; CWID= 10007706 ; color= yellow ; age= 85 ; salary= 19026.07834 ;
insert name= fair ; CWID= 10007707 ; color= pink ; age= 71 ; salary= 71711.00631 ;
insert name= fairclou ; CWID= 10007708 ; color= purple ; age= 37 ; salary= 71833.44512 ;
insert name= fairfax ; CWID= 10007709 ; color= crimson ; age= 41 ; salary= 99905.45138 ;
insert name= fairfiel ; CWID= 10007710 ; color= black ; age= 62 ; salary= 33512.64799 ;
insert name= fairleig ; CWID= 10007711 ; color= white ; age= 65 ; salary= 37835.05112 ;
insert name= fairless ; CWID= 10007712 ; color= red ; age= 95 ; salary= 40008.81775 ;
insert name= fairlie ; CWID= 10007713 ; color= green ; age= 30 ; salary= 83218.18117 ;
insert name= fairman ; CWID= 10007714 ; color= blue ; age= 91 ; salary= 106104.8092 ;
insert name= fairy ; CWID= 10007715 ; color= orange ; age= 58 ; salary= 66893.89134 ;
insert name= faisal ; CWID= 10007716 ; color= yellow ; age= 11 ; salary= 101979.4436 ;
insert name= faison ; CWID= 10007717 ; color= pink ; age= 79 ; salary= 67055.99382 ;
insert name= fait ; CWID= 10007718 ; color= purple ; age= 71 ; salary= 68848.75786 ;
insert name= faith ; CWID= 10007719 ; color= crimson ; age= 91 ; salary= 60025.4159 ;
insert name= faiz ; CWID= 10007720 ; color= black ; age= 90 ; salary= 36564.97105 ;
insert name= faizal ; CWID= 10007721 ; color= white ; age= 31 ; salary= 63178.3676 ;
insert name= fajardo ; CWID= 10007722 ; color= red ; age= 20 ; salary= 61902.13538 ;
insert name= falaki ; CWID= 10007723 ; color= green ; age= 0 ; salary= 79994.61951 ;
insert name= falardea ; CWID= 10007724 ; color= blue ; age= 79 ; salary= 42029.7583 ;
insert name= falbee ; CWID= 10007725 ; color= orange ; age= 42 ; salary= 48857.57519 ;
insert name= falcao ; CWID= 10007726 ; color= yellow ; age= 19 ; salary= 15560.07286 ;
insert name= falconer ; CWID= 10007727 ; color= pink ; age= 83 ; salary= 70618.28565 ;
insert name= faletti ; CWID= 10007728 ; color= purple ; age= 90 ; salary= 70558.58709 ;
insert name= faley ; CWID= 10007729 ; color= crimson ; age= 76 ; salary= 45988.11302 ;
insert name= falicov ; CWID= 10007730 ; color= black ; age= 97 ; salary= 21638.77579 ;
insert name= falito ; CWID= 10007731 ; color= white ; age= 19 ; salary= 51134.4306 ;
insert name= falke ; CWID= 10007732 ; color= red ; age= 61 ; salary= 64988.47034 ;
insert name= falkenst ; CWID= 10007733 ; color= green ; age= 39 ; salary= 97807.48905 ;
insert name= falkner ; CWID= 10007734 ; color= blue ; age= 77 ; salary= 63429.23794 ;
insert name= fallah ; CWID= 10007735 ; color= orange ; age= 6 ; salary= 11680.25204 ;
insert name= fallahi ; CWID= 10007736 ; color= yellow ; age= 60 ; salary= 75922.46924 ;
insert name= falletti ; CWID= 10007737 ; color= pink ; age= 62 ; salary= 26642.3431 ;
insert name= fallis ; CWID= 10007738 ; color= purple ; age= 63 ; salary= 101611.001 ;
insert name= fallon ; CWID= 10007739 ; color= crimson ; age= 86 ; salary= 42969.50117 ;
insert name= fallows ; CWID= 10007740 ; color= black ; age= 20 ; salary= 72640.49352 ;
insert name= falquero ; CWID= 10007741 ; color= white ; age= 82 ; salary= 71892.90102 ;
insert name= falt ; CWID= 10007742 ; color= red ; age= 18 ; salary= 35100.28377 ;
insert name= faltens ; CWID= 10007743 ; color= green ; age= 95 ; salary= 97998.71663 ;
insert name= fambroug ; CWID= 10007744 ; color= blue ; age= 48 ; salary= 30935.33739 ;
insert name= familiad ; CWID= 10007745 ; color= orange ; age= 84 ; salary= 89542.49231 ;
insert name= famke ; CWID= 10007746 ; color= yellow ; age= 78 ; salary= 75775.51038 ;
insert name= fan ; CWID= 10007747 ; color= pink ; age= 15 ; salary= 75703.19146 ;
insert name= fanchett ; CWID= 10007748 ; color= purple ; age= 72 ; salary= 107060.0372 ;
insert name= fanchi ; CWID= 10007749 ; color= crimson ; age= 78 ; salary= 91379.46675 ;
insert name= fanchon ; CWID= 10007750 ; color= black ; age= 44 ; salary= 57136.02806 ;
insert name= fancie ; CWID= 10007751 ; color= white ; age= 8 ; salary= 76571.1675 ;
insert name= fancy ; CWID= 10007752 ; color= red ; age= 92 ; salary= 27811.09137 ;
insert name= fanechka ; CWID= 10007753 ; color= green ; age= 13 ; salary= 106831.4082 ;
insert name= fang ; CWID= 10007754 ; color= blue ; age= 34 ; salary= 71533.3655 ;
insert name= fangio ; CWID= 10007755 ; color= orange ; age= 50 ; salary= 98974.79923 ;
insert name= fani ; CWID= 10007756 ; color= yellow ; age= 27 ; salary= 94587.96192 ;
insert name= fania ; CWID= 10007757 ; color= pink ; age= 40 ; salary= 76568.67069 ;
insert name= fann ; CWID= 10007758 ; color= purple ; age= 59 ; salary= 23281.22117 ;
insert name= fanner ; CWID= 10007759 ; color= crimson ; age= 55 ; salary= 108185.0317 ;
insert name= fanni ; CWID= 10007760 ; color= black ; age= 67 ; salary= 82216.81334 ;
insert name= fannie ; CWID= 10007761 ; color= white ; age= 28 ; salary= 88408.41276 ;
insert name= fanny ; CWID= 10007762 ; color= red ; age= 27 ; salary= 34197.79711 ;
insert name= fansher ; CWID= 10007763 ; color= green ; age= 13 ; salary= 79213.39038 ;
insert name= fantauzz ; CWID= 10007764 ; color= blue ; age= 65 ; salary= 94177.19538 ;
insert name= fanthome ; CWID= 10007765 ; color= orange ; age= 8 ; salary= 17423.16206 ;
insert name= fanty ; CWID= 10007766 ; color= yellow ; age= 43 ; salary= 106073.0475 ;
insert name= fanus ; CWID= 10007767 ; color= pink ; age= 54 ; salary= 51766.76266 ;
insert name= fanya ; CWID= 10007768 ; color= purple ; age= 45 ; salary= 41992.28194 ;
insert name= faou ; CWID= 10007769 ; color= crimson ; age= 76 ; salary= 39332.25339 ;
insert name= far ; CWID= 10007770 ; color= black ; age= 39 ; salary= 21219.26842 ;
insert name= fara ; CWID= 10007771 ; color= white ; age= 92 ; salary= 100715.1786 ;
insert name= faraday ; CWID= 10007772 ; color= red ; age= 62 ; salary= 25791.41971 ;
insert name= farag ; CWID= 10007773 ; color= green ; age= 14 ; salary= 89663.5102 ;
insert name= farago ; CWID= 10007774 ; color= blue ; age= 70 ; salary= 100330.2475 ;
insert name= farah ; CWID= 10007775 ; color= orange ; age= 71 ; salary= 43836.8655 ;
insert name= farahvas ; CWID= 10007776 ; color= yellow ; age= 11 ; salary= 67548.65832 ;
insert name= faramarz ; CWID= 10007777 ; color= pink ; age= 60 ; salary= 54117.05789 ;
insert name= farand ; CWID= 10007778 ; color= purple ; age= 34 ; salary= 59190.36434 ;
insert name= farant ; CWID= 10007779 ; color= crimson ; age= 41 ; salary= 91779.44216 ;
insert name= fares ; CWID= 10007780 ; color= black ; age= 20 ; salary= 67364.28701 ;
insert name= fargis ; CWID= 10007781 ; color= white ; age= 68 ; salary= 43285.1809 ;
insert name= fargo ; CWID= 10007782 ; color= red ; age= 12 ; salary= 76519.3909 ;
insert name= farhad ; CWID= 10007783 ; color= green ; age= 69 ; salary= 26480.60926 ;
insert name= farhan ; CWID= 10007784 ; color= blue ; age= 49 ; salary= 67819.61759 ;
insert name= farhang ; CWID= 10007785 ; color= orange ; age= 72 ; salary= 86040.10481 ;
insert name= farhat ; CWID= 10007786 ; color= yellow ; age= 45 ; salary= 56245.38989 ;
insert name= farias ; CWID= 10007787 ; color= pink ; age= 75 ; salary= 52773.30503 ;
insert name= fariba ; CWID= 10007788 ; color= purple ; age= 73 ; salary= 22626.17127 ;
insert name= fariborz ; CWID= 10007789 ; color= crimson ; age= 79 ; salary= 102962.9842 ;
insert name= farica ; CWID= 10007790 ; color= black ; age= 3 ; salary= 55851.79882 ;
insert name= farid ; CWID= 10007791 ; color= white ; age= 84 ; salary= 93646.71475 ;
insert name= faris ; CWID= 10007792 ; color= red ; age= 72 ; salary= 63310.38056 ;
insert name= farlay ; CWID= 10007793 ; color= green ; age= 61 ; salary= 60367.34423 ;
insert name= farlee ; CWID= 10007794 ; color= blue ; age= 16 ; salary= 62790.96101 ;
insert name= farleigh ; CWID= 10007795 ; color= orange ; age= 37 ; salary= 14108.73095 ;
insert name= farley ; CWID= 10007796 ; color= yellow ; age= 93 ; salary= 104193.7974 ;
insert name= farlie ; CWID= 10007797 ; color= pink ; age= 88 ; salary= 63592.23528 ;
insert name= farly ; CWID= 10007798 ; color= purple ; age= 40 ; salary= 43080.92001 ;
insert name= farmer ; CWID= 10007799 ; color= crimson ; age= 57 ; salary= 36115.36995 ;
insert name= farn ; CWID= 10007800 ; color= black ; age= 70 ; salary= 11995.16243 ;
insert name= farnham ; CWID= 10007801 ; color= white ; age= 21 ; salary= 77204.68611 ;
insert name= farnjeng ; CWID= 10007802 ; color= red ; age= 1 ; salary= 60065.81694 ;
insert name= farnswor ; CWID= 10007803 ; color= green ; age= 30 ; salary= 42278.35291 ;
insert name= farnum ; CWID= 10007804 ; color= blue ; age= 74 ; salary= 88668.80838 ;
insert name= farokh ; CWID= 10007805 ; color= orange ; age= 51 ; salary= 106588.1122 ;
insert name= farooa ; CWID= 10007806 ; color= yellow ; age= 75 ; salary= 52848.73215 ;
insert name= farooq ; CWID= 10007807 ; color= pink ; age= 96 ; salary= 61798.66477 ;
insert name= farouk ; CWID= 10007808 ; color= purple ; age= 98 ; salary= 86092.26083 ;
